DCA License Number,License Type,License Expiration Date,Business Name,Business Name 2,Address Building,Address Street Name,Secondary Address Street Name,Address City,Address State,Address ZIP,Contact Phone Number,Address Borough,Borough Code
2002931-DCA,Business,03/31/2019,"CENTRAL PARKING SYSTEM OF NEW YORK, INC.",,3818,UNION ST,,FLUSHING,NY,11354,,Queens,4
2059556-DCA,Business,03/31/2019,IMPERIAL PARKING (US) LLC,,222,W 14TH ST,,NEW YORK,NY,10011,2129378660,Manhattan,1
0367503-DCA,Business,03/31/2019,RAINBOW PARKING CORP.,,300,E 71ST ST,,NEW YORK,NY,10021,212-308-5959,Manhattan,1
0368732-DCA,Business,03/31/2019,MANHATTAN PARKING-BORO CORP.,,40,CLINTON ST,,BROOKLYN,NY,11201,2124903460,Brooklyn,3
2060785-DCA,Business,03/31/2019,ENTERPRISE WORLD PARKING LLC,,845,UNITED NATIONS PLZ,,NEW YORK,NY,10017,212-564-3199,Manhattan,1
1466384-DCA,Business,03/31/2019,"KINNEY PARKING SYSTEM, LLC",,1153,YORK AVE,,NEW YORK,NY,10065,2125025490,Manhattan,1
1179983-DCA,Business,03/31/2019,PACE PARKING LLC,,990,AVENUE OF THE AMERICAS,,NEW YORK,NY,10018,2126869800,Manhattan,1
1267813-DCA,Business,03/31/2017,3896 PARKING CORP.,,3896,10TH AVE,,NEW YORK,NY,10034,2125696508,Manhattan,1
1312579-DCA,Business,03/31/2019,"PARK 139TH, LLC",,34,W 139TH ST,,NEW YORK,NY,10037,2122340855,Manhattan,1
2027380-DCA,Business,03/31/2019,NOSTRAND AVE PARKING CORP,,3804,NOSTRAND AVE,,BROOKLYN,NY,11235,718-934-0252,Brooklyn,3
0954111-DCA,Business,03/31/2015,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,157,W 83RD ST,,NEW YORK,NY,10024,2128676300,Manhattan,1
1463441-DCA,Business,03/31/2015,"KINNEY PARKING SYSTEM, LLC",,33,W 28TH ST,,NEW YORK,NY,10001,2125025490,Manhattan,1
2038853-DCA,Business,08/12/2016,FULTON LAWRENCE PARKING LLC,,111,LAWRENCE ST,,BROOKLYN,NY,11201,2126869800,Brooklyn,3
1387238-DCA,Business,03/31/2015,W. 79TH STREET PARKING CORP.,,200,W 79TH ST,,NEW YORK,NY,10024,2122435900,Manhattan,1
1303101-DCA,Business,03/31/2015,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,528,W 162ND ST,,NEW YORK,NY,10032,2125025490,Manhattan,1
1192361-DCA,Business,03/31/2015,"SHARP CAR PARK, LLC",,357,E 57TH ST,,NEW YORK,NY,10022,2122216111,Manhattan,1
1277045-DCA,Business,03/31/2015,STANDARD PARKING CORPORATION,,950,RIVER AVE,,BRONX,NY,10452,7185384249,Bronx,2
1182190-DCA,Business,03/31/2019,MANHATTAN PARKING EAST 48TH STREET CORP.,,141,E 48TH ST,,NEW YORK,NY,10017,2124903460,Manhattan,1
1397617-DCA,Business,03/31/2015,182 STREET PARKING CORP.,,8822,182ND ST,,HOLLIS,NY,11423,3476728286,Queens,4
2064837-DCA,Business,03/31/2019,MP 126 LLC,,163,E 125TH ST,,NEW YORK,NY,10035,2124903460,Manhattan,1
0916799-DCA,Business,03/31/2019,PARK ON 44TH CORP.,,230,E 44TH ST,,NEW YORK,NY,10017,2127373279,Manhattan,1
2005023-DCA,Business,03/31/2015,174 PARKING MGMT LLC.,,554,W 174TH ST,,NEW YORK,NY,10033,,Manhattan,1
1127872-DCA,Business,03/31/2019,1350 SIXTH PARKING LLC,,1350,6TH AVE,,NEW YORK,NY,10019,2126809800,Manhattan,1
0369777-DCA,Business,03/31/2019,COMMAND PARKING LLC,,1700,BROADWAY,,NEW YORK,NY,10019,212-686-9800,Manhattan,1
0367984-DCA,Business,03/31/2019,DISTINCTIVE PARKING LLC,DISTINCTIVE LLC,35,E 61ST ST,,NEW YORK,NY,10065,212-686-9800,Manhattan,1
2059544-DCA,Business,10/18/2017,21ST AND 11TH PARKING LLC,,551,W 21ST ST,,NEW YORK,NY,10011,212-686-9800,Manhattan,1
1313161-DCA,Business,03/31/2017,MINETTA LANE PARKING LLC,,122,W 3RD ST,,NEW YORK,NY,10012,2127773530,Manhattan,1
0889341-DCA,Business,03/31/2019,THOMPSON ST. PARKING CORP.,,221,THOMPSON ST,,NEW YORK,NY,10012,2129299404,Manhattan,1
0908174-DCA,Business,03/31/2015,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,1250,BROADWAY,,NEW YORK,NY,10001,2126296602,Manhattan,1
0901963-DCA,Business,03/31/2019,GRACIE PUBLIC PARKING CORP.,,401,E 89TH ST,,NEW YORK,NY,10128,2127367171,Manhattan,1
0858490-DCA,Business,03/31/2019,RESOURCE PARKING LLC,,1540,BROADWAY,,NEW YORK,NY,10036,2126869800,Manhattan,1
1386026-DCA,Business,03/31/2019,PARK RIGHT CORPORATION,,235,GOLD ST,,BROOKLYN,NY,11201,2122624771,Brooklyn,3
1406175-DCA,Business,03/31/2017,POWER PARKING S CORP.,,164,DYCKMAN ST,,NEW YORK,NY,10040,2125696506,Manhattan,1
2042301-DCA,Business,03/31/2019,210 CENTRAL PARK SOUTH PARKING CORP.,,210,CENTRAL PARK S,,NEW YORK,NY,10019,2127367171,Manhattan,1
1393075-DCA,Business,03/31/2015,PF PARKING CORP.,,1975,EASTCHESTER RD,,BRONX,NY,10461,7184307021,Bronx,2
1463865-DCA,Business,03/31/2019,MAESTRO PARKING LLC,,882,7TH AVE,,NEW YORK,NY,10019,2126869800,Manhattan,1
1192937-DCA,Business,03/31/2017,QUIK PARK EAGLE LLC,,240,E 41ST ST,,NEW YORK,NY,10017,2128322066,Manhattan,1
1364914-DCA,Business,03/31/2017,"RENOIR CAR PARK, LLC",,225,E 63RD ST,,NEW YORK,NY,10065,2129966363,Manhattan,1
2003466-DCA,Business,03/31/2019,QUIK PARK CPS LLC,,116,CENTRAL PARK W,,NEW YORK,NY,10019,2128322066,Manhattan,1
2058614-DCA,Business,03/31/2019,IMPERIAL PARKING US LLC,IMpark,200,W 79TH ST,,NEW YORK,NY,10024,2129378660 X225,Manhattan,1
1438954-DCA,Business,03/31/2015,WEST 46 ST GARAGE LLC,,305,W 46TH ST,,NEW YORK,NY,10036,2128322066,Manhattan,1
2037952-DCA,Business,03/31/2019,YORK & 90TH PARKING LLC,,1731,YORK AVE,,NEW YORK,NY,10128,2126869800,Manhattan,1
2065205-DCA,Business,03/31/2019,PARK 'N GO USA LLC,,340,PENNSYLVANIA AVE,,BROOKLYN,NY,11207,3476975154,Brooklyn,3
1464995-DCA,Business,03/31/2019,ENTERPRISE 24TH PARKING LLC,,214,E 24TH ST,,NEW YORK,NY,10010,2125643199,Manhattan,1
1153003-DCA,Business,03/31/2019,18TH AND THIRD PARKING LLC,,201,E 17TH ST,,NEW YORK,NY,10003,2126869800,Manhattan,1
1461215-DCA,Business,03/31/2015,"IMPERIAL PARKING (U.S), LLC",IMPARK,31,NAGLE AVENUE,,NEW YORK,NY,10040,2129378660,,
1400292-DCA,Business,03/31/2019,"CONNAUGHT CAR PARK, LLC",,300,E 54TH ST,,NEW YORK,NY,10022,2129966363,Manhattan,1
0904077-DCA,Business,03/31/2019,"FIELD LAGUARDIA ASSOCIATES, INC.",HOLIDAY INN CROWN PLAZA,10404,DITMARS BLVD,,EAST ELMHURST,NY,11369,7184576300,Queens,4
1400324-DCA,Business,03/31/2019,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,226,BATTERY PARK CITY,,NEW YORK,NY,10280,9175456763,,
1343769-DCA,Business,01/26/2015,STANDARD PARKING CORP,,4028,COLLEGE POINT BLVD,,FLUSHING,NY,11354,2129163480,Queens,4
2067168-DCA,Business,03/31/2019,ELMHURST PARKING CORPORATION,,7911,41ST AVE,,ELMHURST,NY,11373,9173251969,Queens,4
1415121-DCA,Business,03/31/2015,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,506,W 181ST ST,,NEW YORK,NY,10033,2125025490,Manhattan,1
1348612-DCA,Business,03/31/2015,KELLY ST PARKING LLC,,950,WESTCHESTER AVE,,BRONX,NY,10459,7183436262,Bronx,2
0968559-DCA,Business,03/31/2019,EFFICIENT PARKING LLC,,170,W 23RD ST,,NEW YORK,NY,10011,212-686-9800,Manhattan,1
1271791-DCA,Business,03/31/2019,QUIK PARK WEST 55TH ST. LLC,,73,W 55TH ST,,NEW YORK,NY,10019,2128322066,Manhattan,1
1328217-DCA,Business,03/31/2019,WILLBE PARKING LLC,,318,E 15TH ST,,NEW YORK,NY,10003,2122604305,Manhattan,1
1192930-DCA,Business,03/31/2019,QUIK PARK SWIFT LLC,,140,E 56TH ST,,NEW YORK,NY,10022,2128322066,Manhattan,1
1364545-DCA,Business,03/31/2019,CHAMPION PARKING 80 LLC,,445,E 80TH ST,,NEW YORK,NY,10075,2125358002,Manhattan,1
2026825-DCA,Business,03/31/2017,B.Y.M COMMUNITY PARKING LOT CORP.,,530,BERGEN AVE,,BRONX,NY,10455,9172243769,Bronx,2
1426287-DCA,Business,03/31/2019,QUIK PARK BLEECKER STREET GARAGE LLC,,350,BLEECKER ST,,NEW YORK,NY,10014,212-686-9800,Manhattan,1
1460563-DCA,Business,03/31/2019,LTG PARKING CORP.,,185,W END AVE,,NEW YORK,NY,10023,2126869800,Manhattan,1
0976779-DCA,Business,03/31/2017,"LA MIRAGE CAR PARK, INC.",,17810,WEXFORD TER,,JAMAICA,NY,11432,2122216111,Queens,4
1440019-DCA,Business,02/28/2019,"SZYMANSKI, THOMAS STANLEY",EAZYLIFT GARAGE DOOR COMPANY,13220,81ST ST,,OZONE PARK,NY,11417,7186419788,Queens,4
2065872-DCA,Business,03/31/2019,PARK AMERICA CORP,,351,E 51ST ST,,NEW YORK,NY,10022,2124866888,Manhattan,1
0368705-DCA,Business,03/31/2019,AMBER PARK LLC,,101,E 13TH ST,,NEW YORK,NY,10003,2126869800,Manhattan,1
1299171-DCA,Business,03/31/2019,FULL HOUSE PARKING LLC,,13511,40TH RD,,FLUSHING,NY,11354,7183534700,Queens,4
1022575-DCA,Business,03/31/2019,"101 CAR PARK, LLC",,101,W 23RD ST,,NEW YORK,NY,10011,2122216111,Manhattan,1
2032079-DCA,Business,03/31/2019,WILLSHIRE CAR PARK INC.,,18230,WEXFORD TER,,JAMAICA,NY,11432,2122216111,Queens,4
1474770-DCA,Business,03/31/2017,"PARK 127 MGMT, LLC",,311,W 127TH ST,,NEW YORK,NY,10027,2127957275,Manhattan,1
2000568-DCA,Business,03/31/2015,"CENTRAL PARKING SYSTEM OF NEW YORK, INC",,375,PARK AVE,,NEW YORK,NY,10152,2125025490,Manhattan,1
1277075-DCA,Business,03/31/2019,"ESP GROUP OF NEW YORK, INC.",,354,CLARKSON AVE,,BROOKLYN,NY,11226,7184697672,Brooklyn,3
1406771-DCA,Business,03/31/2019,GREENLUX PARKING LLC,,200,N END AVE,,NEW YORK,NY,10282,2126869800,Manhattan,1
1078641-DCA,Business,03/31/2019,CLIFF PARKING LLC,,99,JOHN ST,,NEW YORK,NY,10038,2126869800,Manhattan,1
2013884-DCA,Business,03/31/2017,"MAIDEN PARKING MGMT, LLC",,151,MAIDEN LN,,NEW YORK,NY,10038,2127957275,Manhattan,1
1456718-DCA,Business,03/31/2015,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,535,E 75TH ST,,NEW YORK,NY,10021,2125025490,Manhattan,1
1072920-DCA,Business,03/31/2015,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,90,OCEANA DR W,,BROOKLYN,NY,11235,2126296602,Brooklyn,3
0369201-DCA,Business,03/31/2019,VALOR PARKING LLC,,235,E 45TH ST,,NEW YORK,NY,10017,212-686-9800,Manhattan,1
1326426-DCA,Business,03/31/2017,"REGAL CAR PARK, LLC",,33,W 56TH ST,,NEW YORK,NY,10019,1212216111,Manhattan,1
1100022-DCA,Business,03/31/2019,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,425,E 52ND ST,,NEW YORK,NY,10022,9175456763,Manhattan,1
1466688-DCA,Business,03/31/2015,"KINNEY PARKING SYSTEM, LLC",,23,W 55TH ST,,NEW YORK,NY,10019,2125025490,Manhattan,1
2045345-DCA,Business,03/31/2019,EAST VILLAGE PARKING LLC,,22,E 1ST ST,,NEW YORK,NY,10003,2126869800,Manhattan,1
1246951-DCA,Business,03/31/2019,PLAZA 48 PARKING LLC,,326,E 49TH ST,,NEW YORK,NY,10017,2126869800,Manhattan,1
1432040-DCA,Business,03/31/2019,1908 PARK AVENUE STORAGE LLC,1908 PARKING COMPANY,1908,PARK AVE,,NEW YORK,NY,10035,212-427-4004,Manhattan,1
1420789-DCA,Business,03/31/2019,CHAMPION PARKING 82 LLC,,60,E END AVE,,NEW YORK,NY,10028,212-308-5959,Manhattan,1
1122123-DCA,Business,03/31/2019,23RD STREET PARKING LLC,,318,E 23RD ST,,NEW YORK,NY,10010,2126869800,Manhattan,1
2051094-DCA,Business,03/31/2019,LINC GARAGE LLC,,20,N 5TH ST,,BROOKLYN,NY,11249,646-584-0409,Brooklyn,3
1419090-DCA,Business,03/31/2019,"PILOT PARKING, LLC",,2,SHERMAN AVE,,NEW YORK,NY,10040,2129299404,Manhattan,1
1330550-DCA,Business,07/30/2015,QUIK PARK WEST 57 LLC,,9,W 57TH ST,,NEW YORK,NY,10019,2128322066,Manhattan,1
1091563-DCA,Business,03/31/2017,BRAIRWOOD CAR PARK INC,,8515,MAIN ST,,JAMAICA,NY,11435,2122216111,Queens,4
2001479-DCA,Business,03/31/2019,ENTERPRISE 230 PARKING LLC,,230,E 30TH ST,,NEW YORK,NY,10016,2126863330,Manhattan,1
2002967-DCA,Business,03/31/2017,QUIK PARK WEST 50TH STREET LLC,,1633,BROADWAY,,NEW YORK,NY,10019,,Manhattan,1
1301360-DCA,Business,03/31/2015,FLATBUSH PARKING SYSTEMS INC.,,626,FLATBUSH AVE,,BROOKLYN,NY,11225,7188568113,Brooklyn,3
2051337-DCA,Business,03/31/2019,NEPTUNE PARKING LLC,,486,NEPTUNE AVE,486-530 NEPTUNE AVE,BROOKLYN,NY,11224,2126869800,Brooklyn,3
1456713-DCA,Business,03/31/2019,"KINNEY PARKING SYSTEM, INC.",CENTRAL PARKING SYSTEM,699,W END AVE,,NEW YORK,NY,10025,212-502-5490,Manhattan,1
1340052-DCA,Business,03/31/2019,NYULMC E GARAGE CORP.,,333,E 38TH ST,,NEW YORK,NY,10016,2127367171,Manhattan,1
1251169-DCA,Business,03/31/2019,315 EAST 65TH PARKING LLC,,322,E 66TH ST,,NEW YORK,NY,10065,212-570-1732,Manhattan,1
2006473-DCA,Business,03/31/2019,EZY PARKING GO INC,,930,SHERIDAN AVE,,BRONX,NY,10451,7182944264,Bronx,2
2000584-DCA,Business,03/31/2015,"CENTRAL PARKING SYSTEM OF NEW YORK, INC",,441,9TH AVE,,NEW YORK,NY,10001,2125025490,Manhattan,1
1133060-DCA,Business,03/31/2019,CROYDEN PARKING LLC,,12,E 86TH ST,,NEW YORK,NY,10028,2129562280,Manhattan,1
1464685-DCA,Business,03/31/2019,"C&S E-SUPERETTE, INC.",,9053,FORT HAMILTON PKWY,,BROOKLYN,NY,11209,718-745-2888,Brooklyn,3
1475171-DCA,Business,03/31/2015,"CENTRAL PARKING SYSTEM OF NEW YORK, INC",,47,CHURCH STREET,,NEW YORK,NY,10007,2125025490,,
2067239-DCA,Business,03/31/2019,NR PARKING CORP,,615,JACKSON AVE,,BRONX,NY,10455,3478125297,Bronx,2
1228864-DCA,Business,03/31/2019,QUIK PARK 65TH ST. LLC,,403,E 65TH ST,,NEW YORK,NY,10065,2126869800,Manhattan,1
1458787-DCA,Business,09/28/2015,"CRESCENT PARKING MGMT, LLC",,4123,CRESCENT ST,,LONG IS CITY,NY,11101,2127957275,Queens,4
1029225-DCA,Business,03/31/2019,245 EAST 19 STREET PARKING LLC,,245,E 19TH ST,,NEW YORK,NY,10003,2126869800,Manhattan,1
2002937-DCA,Business,03/31/2019,"CENTRAL PARKING SYSTEM OF NEW YORK, INC.",,151,W 17TH ST,,NEW YORK,NY,10011,2125025490,Manhattan,1
1461273-DCA,Business,03/31/2019,"IMPERIAL PARKING (U.S.), LLC",IMPARK,724-732,AVENUE OF THE AMERICAS,,NEW YORK,NY,10010,2129378660,,
2000478-DCA,Business,03/31/2019,ENTERPRISE TOREN PARKING LLC,,150,MYRTLE AVE,,BROOKLYN,NY,11201,2125643199,Brooklyn,3
1392707-DCA,Business,03/31/2019,"V.J. MEGA PARKING SYSTEMS, INC.",MEGA PARKING SYSTEMS,343,E 74TH ST,,NEW YORK,NY,10021,2126501339,Manhattan,1
2022636-DCA,Business,03/31/2019,425 EAST 79 CAR PARK LLC,,415,E 79TH ST,,NEW YORK,NY,10075,2129966363,Manhattan,1
2001130-DCA,Business,03/31/2019,"CENTRAL PARKING SYSTEM OF NEW YORK, INC.",,189,W 89TH ST,,NEW YORK,NY,10024,212-502-5490,Manhattan,1
1010039-DCA,Business,03/31/2019,300 PARKING INC.,,300,W 55TH ST,,NEW YORK,NY,10019,2127367171,Manhattan,1
1196473-DCA,Business,03/31/2017,EMBASSY PARKING LLC,,120,E 81ST ST,,NEW YORK,NY,10028,2128887400,Manhattan,1
2048766-DCA,Business,03/31/2019,EAGLE PARKING GARAGE INC,,775,EAGLE AVE,,BRONX,NY,10456,3472207660,Bronx,2
1192617-DCA,Business,03/31/2019,"550 WEST 25TH CAR PARK, LLC",GGMC,550,W 25TH ST,,NEW YORK,NY,10001,2129966363,Manhattan,1
1393276-DCA,Business,03/31/2015,QUIK PARK 175 K LLC,,53,N 3RD ST,,BROOKLYN,NY,11249,2128322066,Brooklyn,3
1004075-DCA,Business,03/31/2015,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,115,E 87TH ST,,NEW YORK,NY,10128,2122895040,Manhattan,1
0429675-DCA,Business,03/31/2019,INTERTOWN PARKING CORP.,,55,E END AVE,,NEW YORK,NY,10028,2127367171,Manhattan,1
1323991-DCA,Business,03/31/2019,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,40,W 57TH ST,,NEW YORK,NY,10019,9175456763,Manhattan,1
1474717-DCA,Business,03/31/2019,"IMPERIAL PARKING (U.S.), LLC",,101,BEDFORD AVE,,BROOKLYN,NY,11211,2129378660,Brooklyn,3
1409708-DCA,Business,03/31/2019,"LASALLE PARKING, LLC","HOWARD, LANCE",220,E 9TH ST,,NEW YORK,NY,10003,2127143571,Manhattan,1
1411788-DCA,Business,03/31/2017,"ST. ANN'S PARKING GARAGE, LLC",,780,SAINT ANNS AVE,,BRONX,NY,10456,7184010141,Bronx,2
1142057-DCA,Business,03/31/2019,22ND AND SIXTH PARKING LLC,,60,W 23RD ST,,NEW YORK,NY,10010,2126869800,Manhattan,1
1195162-DCA,Business,03/31/2019,"350 WEST 43RD CAR PARK, LLC",GGMC,350,W 43RD ST,,NEW YORK,NY,10036,212-996-6363,Manhattan,1
1228867-DCA,Business,03/31/2019,QUIK PARK WEST 22 ST. LLC,,235,W 22ND ST,,NEW YORK,NY,10011,2128322066,Manhattan,1
1262965-DCA,Business,03/31/2017,GROSVENOR PARKING LLC,,11624,GROSVENOR LN,,RICHMOND HILL,NY,11418,2125810535,Queens,4
0427913-DCA,Business,03/31/2019,CA-LI AUTOMATIC TRANSMISSION CORP.,A & S PARKING,103,W 108TH ST,,NEW YORK,NY,10025,2128640137,Manhattan,1
1247739-DCA,Business,03/31/2015,LONG ISLAND JEWISH MEDICAL CENTER,,27117,76TH AVE,,NEW HYDE PARK,NY,11040,7184707764,Queens,4
1466693-DCA,Business,03/31/2015,"KINNEY PARKING SYSTEM, LLC",,29,E 50TH ST,,NEW YORK,NY,10022,2125025490,Manhattan,1
2001299-DCA,Business,03/31/2019,PV PARKING II CORP,,3128,QUEENS BLVD,,LONG ISLAND CITY,NY,11101,646-302-4330,Queens,4
1256344-DCA,Business,03/31/2017,C.V. PARKING LLC,,200,CABRINI BLVD,,NEW YORK,NY,10033,2127959070,Manhattan,1
1423051-DCA,Business,03/31/2019,"WINDSOR FH CAR PARK, LLC",,10724,71ST RD,,FOREST HILLS,NY,11375,2129966363,Queens,4
2006828-DCA,Business,03/31/2019,QUIK PARK MORTON LLC,,1,MORTON SQ,,NEW YORK,NY,10014,212-832-2066,Manhattan,1
1319917-DCA,Business,03/31/2017,21 EAST 12TH STREET PARKING LLC,,21,E 12TH ST,,NEW YORK,NY,10003,2129293041,Manhattan,1
2033954-DCA,Business,03/31/2019,ROX PARKING MANAGEMENT COMPANY LLC,,351,E 51ST ST,,NEW YORK,NY,10022,2124868603,Manhattan,1
1413026-DCA,Business,03/31/2019,420 EAST 51ST PARKING PARTNERS LLC,,420,E 51ST ST,,NEW YORK,NY,10022,2128387565,Manhattan,1
2047955-DCA,Business,03/31/2019,300 E. 34 PARKING LLC,,300,E 34TH ST,,NEW YORK,NY,10016,212-481-6016,Manhattan,1
1105864-DCA,Business,03/31/2019,EAST 79TH STREET PARKING LLC,,505,E 79TH ST,,NEW YORK,NY,10075,2124903460,Manhattan,1
1387896-DCA,Business,03/31/2019,3480 THIRD AVENUE PARKING INC.,,3480,3RD AVE,,BRONX,NY,10456,3472844141,Bronx,2
1203528-DCA,Business,03/31/2019,PUTNAM GARDENS PARKING CORP.,,3815,PUTNAM AVE W,,BRONX,NY,10463,7184327226,Bronx,2
2024139-DCA,Business,03/31/2017,"IMPERIAL PARKING (U.S.), LLC",,355,FRONT ST,,STATEN ISLAND,NY,10304,212-934-8660,Staten Island,5
2059472-DCA,Business,03/31/2019,CARNEGIE BROADWAY PARKING LLC,,211-221,W 56TH ST,,NEW YORK,NY,10019,2126869800,Manhattan,1
2042764-DCA,Business,03/31/2019,"ABM PARKING SERVICES, INC",,1633,BROADWAY,,NEW YORK,NY,10019,,Manhattan,1
1330577-DCA,Business,03/31/2017,QUIK PARK EAST 72 LLC,,525,E 72ND ST,,NEW YORK,NY,10021,2128322066,Manhattan,1
1192939-DCA,Business,03/31/2019,QUIK PARK REAL LLC,,35,PARK AVE,,NEW YORK,NY,10016,2128322066,Manhattan,1
2024623-DCA,Business,03/31/2019,"ABM PARKING SERVICES, INC",,475,PARK AVE S,,NEW YORK,NY,10016,,Manhattan,1
0897530-DCA,Business,03/31/2019,NEW YORK PARKING 57TH ST. CORP.,,110,E 57TH ST,,NEW YORK,NY,10022,2122493344,Manhattan,1
0908745-DCA,Business,03/31/2019,CHAMPION PARKING 77TH ST. CORP.,,49,E 77TH ST,,NEW YORK,NY,10075,2122493344,Manhattan,1
1126177-DCA,Business,03/31/2015,FANDA PARKING LLC,,340,E 74TH ST,,NEW YORK,NY,10021,2125945050,Manhattan,1
2055426-DCA,Business,03/31/2019,RKKS GROUP INC.,,13203,SANFORD AVE,,FLUSHING,NY,11355,9172852934,Queens,4
2005024-DCA,Business,03/31/2017,AUDUBON PARKING MGMT LLC.,,284,AUDUBON AVE,,NEW YORK,NY,10033,,Manhattan,1
2046173-DCA,Business,03/31/2019,250 W. 50TH PARKING LLC,,250,W 50TH ST,,NEW YORK,NY,10019,2126869800,Manhattan,1
1249767-DCA,Business,03/31/2015,SUPREME PARKING CORP.,,230,E 30TH ST,,NEW YORK,NY,10016,7182033312,Manhattan,1
1251091-DCA,Business,03/31/2015,STANDARD PARKING CORPORATION,,10420,QUEENS BLVD,,FOREST HILLS,NY,11375,2129163480,Queens,4
1256221-DCA,Business,03/31/2019,53RD STERLING PARKING LLC,,304,E 53RD ST,,NEW YORK,NY,10022,2126869800,Manhattan,1
2036534-DCA,Business,03/31/2019,38TH & THIRD PARKING LLC,,205,E 38TH ST,,NEW YORK,NY,10016,2126869800,Manhattan,1
1180744-DCA,Business,03/31/2017,EAST RIVER PARKING CORP.,,345,E 94TH ST,,NEW YORK,NY,10128,2127367171,Manhattan,1
2065046-DCA,Business,03/31/2019,DELTA PARK INC,,240,E 82ND ST,,NEW YORK,NY,10028,929-340-4785,Manhattan,1
2024409-DCA,Business,09/09/2015,ATLANTIC GARAGE MANAGEMENT LLC,,238,ATLANTIC AVE,,BROOKLYN,NY,11201,646-964-4323,Brooklyn,3
1212000-DCA,Business,03/31/2015,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,15,HOYT ST,,BROOKLYN,NY,11201,7188555544,Brooklyn,3
1148651-DCA,Business,03/31/2019,1020 PARKING LLC,,1020,GRAND CONCOURSE,,BRONX,NY,10451,212-490-3460,Bronx,2
1306361-DCA,Business,03/31/2019,AMPCO SYSTEM PARKING,,750,LEXINGTON AVE,,NEW YORK,NY,10022,2127542678,Manhattan,1
1471907-DCA,Business,03/31/2019,"IMPERIAL PARKING (U.S.), LLC",IMPARK,9605,QUEENS BLVD,,REGO PARK,NY,11374,2129378660,Queens,4
1459851-DCA,Business,03/31/2019,"KINNEY PARKING SYSTEM, INC.",,211,E 57TH ST,,NEW YORK,NY,10022,212-502-5490,Manhattan,1
0368594-DCA,Business,03/31/2019,MANHATTAN PARKING SYSTEM-PARK AVE. CORP.,,277,PARK AVE,,NEW YORK,NY,10172,2127536116,Manhattan,1
0963093-DCA,Business,03/31/2015,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,798,UNION ST,,BROOKLYN,NY,11215,2126296602,Brooklyn,3
1417978-DCA,Business,03/31/2015,STANDARD PARKING CORPORATION,,8020,COOPER AVE,,GLENDALE,NY,11385,7188943580,Queens,4
2054403-DCA,Business,03/31/2019,ATRIUM PARK LLC,,155,W 36TH ST,,NEW YORK,NY,10018,212-686-9800,Manhattan,1
1307745-DCA,Business,03/31/2015,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,7074,E 162ND ST,,BRONX,NY,10452,2125025490,,
1185631-DCA,Business,03/31/2019,SUTTON 53 PARKING LLC,,410,E 54TH ST,,NEW YORK,NY,10022,212-686-9800,Manhattan,1
2059538-DCA,Business,03/31/2019,58W58 PARKING LLC,,58,W 58TH ST,,NEW YORK,NY,10019,,Manhattan,1
1202316-DCA,Business,03/31/2015,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,135,E 31ST ST,,NEW YORK,NY,10016,2125025490,Manhattan,1
1384440-DCA,Business,03/31/2019,REX PARKING CORP.,,10,E 153RD ST,,BRONX,NY,10451,5166984240,Bronx,2
1157614-DCA,Business,03/31/2019,"STATE STREET PARKING, LLC",,71,SMITH ST,,BROOKLYN,NY,11201,973-643-7700,Brooklyn,3
2044484-DCA,Business,03/31/2019,F & A PARKING CORP,24 HOURS PARKING,785,DEKALB AVE,,BROOKLYN,NY,11221,7183992640,Brooklyn,3
1383249-DCA,Business,03/31/2019,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,1360,FULTON ST,,BROOKLYN,NY,11216,9175456763,Brooklyn,3
1418326-DCA,Business,03/31/2015,PARK 127TH LLC,,311,W 127TH ST,,NEW YORK,NY,10027,2129799815,Manhattan,1
1288781-DCA,Business,03/31/2019,AMPCO SYSTEM PARKING,,13,E 54TH ST,,NEW YORK,NY,10022,2127542678,Manhattan,1
2005674-DCA,Business,03/31/2019,QP GRAND ARMY PLAZA LLC,,1,EASTERN PKWY,,BROOKLYN,NY,11238,2126869800,Brooklyn,3
1268783-DCA,Business,03/31/2015,21ST GARAGE LLC,,444,10TH AVE,,NEW YORK,NY,10001,2126270012,Manhattan,1
1290976-DCA,Business,12/28/2016,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,22,E 1ST ST,,NEW YORK,NY,10003,2125025490,Manhattan,1
1346726-DCA,Business,03/31/2019,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,12610,QUEENS BLVD,,KEW GARDENS,NY,11415,9175456763,Queens,4
